time;path1_program_status;path1_program;path1_machine_function;path1_execution;x1_motor_power;x1_motor_torque;x1_pos_act;y1_motor_power;y1_motor_torque;y1_pos_act;z1_motor_power;z1_motor_torque;z1_pos_act
12:43:00;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-4.367;21.68;0;1.0314;0;-0.015;1.2719;10.7578
12:43:08;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-4.367;21.68;0;1.0314;0;-0.015;1.2719;-13.36226
12:43:16;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.0866;23.36;0;1.1548;0;2.346;1.1048;12.16534
12:43:23;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.0635;23.36;0;0.9909;0;2.346;1.1048;-12.49498
12:43:31;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.1765;25.04;0;1.1351;0;2.274;1.1221;18.68207
12:43:39;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.0386;25.04;0;0.9691;0;2.274;1.3261;-5.13815
12:43:47;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.2893;26.72;0;1.0882;0;2.274;1.0817;20.8013
12:43:55;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.1769;26.72;0;0.9614;0;2.274;1.1643;-3.33905
12:44:02;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.4072;28.4;0;1.0892;0;2.274;1.3037;27.94136
12:44:10;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.038;-5.2949;28.4;0;1.0892;0;2.274;1.2422;-2.51896
12:44:18;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;1687.428;-19.7748;28.4;0;-1.2141;-43.00241;2.274;-0.5707;80
12:44:27;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.133;419.1535;0;0.2482;-93.244;2.274;0.3724;299.4323
12:44:34;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.2767;419.1535;0;-0.7078;-99.9;0.003;1.1733;299.4323
12:44:42;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.0289;0;0;-0.0097;0;0.003;-2.259;-58.14405
12:44:50;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.0289;0;0;0.3727;0;0.003;-1.231;-69.99834
12:44:58;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.0131;0;0;0.3727;0;0.003;1.2159;-21.49179
12:45:06;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.084;-4.001;0;0;0.3552;0;0.003;-0.9575;47.03233
12:45:13;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.007;-5.1878;419.1535;0;0.2452;-93.244;-0.013;0.4349;299.4323
12:45:21;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.007;-4.4001;419.1535;0;0.333;-93.244;0;-0.5034;940.8753
12:45:29;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-682.612;-1.936;645.7461;0;0.3333;0;0;-0.2936;50
12:45:37;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-5.2708;26.65101;0;0.7408;0;0;1.4035;-44.89834
12:45:45;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-4489.364;-13.832;166.61044;0;1.1242;0;1.955;1.3391;28.08762
12:45:53;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-4.5279;30;0;1.1242;0;1.955;1.2003;-11.82844
12:46:00;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-3.8152;29.4209;0;-0.1135;0;1.955;-5.2163;-50.82733
12:46:08;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.01;-4.0944;419.1535;0;0.2649;-93.244;0.001;0.4592;299.4323
12:46:16;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.01;-4.2223;419.1535;0;0.1977;-93.244;1196.466;3.9636;700.20245
12:46:24;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-234.497;-3.8537;0;0;0.2033;0;0.008;1.4292;24.00276
12:46:32;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.019;-3.8868;0;0;0.2317;0;0.008;-1.2117;25.55479
12:46:40;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.019;-3.8868;0;0;0.0427;0;0.008;-1.2995;-49.44748
12:46:48;IN_PROGRESS;_N_GOHOME_SPF;NONE;ACTIVE;-0.022;-4.9109;848.82211;0;-0.0722;-99.9;0.008;0.6937;308.92395
12:46:55;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.048;-4.5035;419.1535;0;0.5135;-93.244;0.008;-0.9127;940.86992
12:47:03;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.048;-4.0804;439.9;0;-0.7224;-99.9;1590.07;-6.8644;-8.89538
12:47:11;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-5.5521;42.12282;0;-0.073;0;-0.012;0.4492;31.6
12:47:19;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-4.2668;30.2;0;0.3661;0;-0.012;0.8765;19.18622
12:47:27;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-4.2668;30.2;0;0.3661;0;-0.012;0.9785;-4.8135
12:47:35;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-4.2668;30.2;0;0.3661;0;-0.012;0.9382;-23.50106
12:47:43;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.001;-4.0498;29.2;0;0.4131;0;-0.012;0.9382;-43.15808
12:47:51;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.004;-5.7654;439.9;0;-0.3479;-99.9;-0.012;0.3723;299.4323
12:47:58;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.004;-4.245;419.1535;0;0.2072;-93.244;1073.389;3.5872;703.20245
12:48:06;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;1589.665;-3.8319;0;0;0.1323;0;-0.006;1.218;24.64114
12:48:14;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.007;-3.8053;0;0;0.2656;0;-0.006;-1.2461;30.51719
12:48:22;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.007;-3.9821;0;0;-0.0676;0;-0.006;-1.2669;-43.68778
12:48:30;IN_PROGRESS;_N_GOHOME_SPF;NONE;ACTIVE;0.042;-4.8992;600;0;-0.3622;-99.9;-0.006;0.6735;299.70639
12:48:38;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.042;-4.1333;419.1535;0;0.2823;-93.244;-0.006;0.3968;299.70639
12:48:46;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;0.042;-4.2577;484.54139;0;-0.5427;-99.53966;-0.002;0.6036;299.4323
12:48:54;IN_PROGRESS;_N_L2109_SPF;NONE;ACTIVE;0.042;-4.8542;127.71669;0;-0.34;-99.53966;-0.002;0.6131;550.99316
12:49:02;IN_PROGRESS;_N_L2001_SPF;NONE;ACTIVE;0.042;-4.8576;127.71669;0;0.1267;-97.74222;103.05;1.8098;354.60541
12:49:10;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-4.0153;114.5159;0;-0.517;-45.08111;0.001;0.6041;-0.99976
12:49:18;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-4.1053;114.5159;0;0.6062;-66.85291;0.001;0.4636;-1
12:49:26;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;2.7385;103.28967;0;0.0769;-55.99081;0.001;0.0828;-1
12:49:34;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-5.5553;103.85462;0;-0.0514;-55.99081;0.001;0.0828;-1
12:49:42;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-5.0338;114.51622;0;0.2884;-55.99081;0.001;0.6956;9.95449
12:49:50;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-5.0286;114.51622;0;0.101;-55.99081;0.001;-1.0335;-11.79896
12:49:58;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-4.926;114.5228;0;-0.6064;-45.20458;0.001;0.5574;-1
12:50:06;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;0.042;-5.5562;103.67635;0;-0.3253;-55.99081;0.001;2.0077;13.5
12:50:14;IN_PROGRESS;_N_L2001_SPF;NONE;ACTIVE;0.042;-5.0245;114.5228;0;-0.064;-97.86181;0.001;-1.9384;80.00216
12:50:22;IN_PROGRESS;_N_L2001_SPF;NONE;ACTIVE;0.042;-4.9294;114.5228;0;-0.4864;-97.86181;0.001;-0.726;672.38775
12:50:29;IN_PROGRESS;_N_L2109_SPF;NONE;ACTIVE;-0.02;-4.8577;127.70979;0;-0.0273;-97.86181;0.001;0.5208;234.04271
12:50:37;IN_PROGRESS;_N_L2082_SPF;NONE;ACTIVE;-0.02;-4.242;125.0069;0;0.1471;1.13819;0.001;1.9067;210.65496
12:50:45;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;-0.052;-4.1852;-18.0681;0;0.1142;1.13819;0.001;0.7898;32.04998
12:50:53;IN_PROGRESS;_N_L2003_SPF;NONE;ACTIVE;-0.011;-4.1166;-41.9931;0;-0.1455;1.13819;0.001;1.006;-0.06
12:51:01;IN_PROGRESS;_N_CZ57464_AB_MPF;NONE;ACTIVE;-0.011;-5.1528;879.8;0;-0.5286;-95;108.039;-1.9279;235.98568
12:51:09;IN_PROGRESS;_N_L2109_SPF;NONE;ACTIVE;-0.011;-4.9949;127.70979;0;-0.1025;-95;0.001;-0.3563;234.04271
